title,company,location,workplace,job_type,level,applicants,salary,posted,skills
Programador/a .NET MOM,NUNSYS,"Aranda de Duero, Castilla and Leon, Spain",On-site,Full-time,Entry level,9,,6 days ago,['SQL']
Programador full stack,CYE Energía,"Castellón de la Plana, Valencian Community, Spain",On-site,Full-time,,65,,3 days ago,"['C#', 'MySQL']"
Ingeniero/a Junior Software para equipos electrónicos,Sener Aerospace & Defence,"Tres Cantos, Community of Madrid, Spain",On-site,Full-time,Entry level,28,,Reposted 2 days ago,"['C', 'C++']"
Firmware Engineer - Avionics and Flight System,Sener Aerospace & Defence,"Tres Cantos, Community of Madrid, Spain",On-site,Full-time,Entry level,16,,Reposted 1 day ago,"['C++', 'C#', 'Go']"
AI Software Developer,Lear Corporation,"Valls, Catalonia, Spain",On-site,Full-time,Entry level,56,,Reposted 2 hours ago,"['Python', 'C#', 'TensorFlow', 'Docker', 'Hadoop']"
Software Engineer Intern,Direct Supply,"Milwaukee, WI",On-site,Internship,,100,,Reposted 5 days ago,"['SQL', 'Java', 'Python']"
Software Engineering Intern,Fintech,"Tampa, FL",Hybrid,Internship,,100,,1 day ago,"['NoSQL', 'Spring', 'SQL', 'JavaScript', 'TypeScript', 'C#', 'Python', 'Java']"
Software Engineer 1,Garmin,"Cary, NC",,Full-time,Entry level,100,,2 days ago,"['C', 'C++', 'C#', 'Java']"
Junior Application Developer,Appward,"Santa Clarita, CA",On-site,Full-time,,100,,6 days ago,['SQL']
Software Engineer Intern,Direct Supply,"Milwaukee, WI",On-site,Internship,,100,,Reposted 5 days ago,"['SQL', 'Java', 'Python']"
Software Engineering Intern,Fintech,"Tampa, FL",Hybrid,Internship,,100,,1 day ago,"['NoSQL', 'Spring', 'SQL', 'JavaScript', 'TypeScript', 'C#', 'Python', 'Java']"
Software Engineer 1,Garmin,"Cary, NC",,Full-time,Entry level,100,,2 days ago,"['C', 'C++', 'C#', 'Java']"
Junior Application Developer,Appward,"Santa Clarita, CA",On-site,Full-time,,100,,6 days ago,['SQL']
Programador/a .NET MOM,NUNSYS,"Aranda de Duero, Castilla and Leon, Spain",On-site,Full-time,Entry level,9,,1 week ago,['SQL']
Programador full stack,CYE Energía,"Castellón de la Plana, Valencian Community, Spain",On-site,Full-time,,65,,3 days ago,"['C#', 'MySQL']"
Programador/a .NET MOM,NUNSYS,"Aranda de Duero, Castilla and Leon, Spain",On-site,Full-time,Entry level,9,,1 week ago,['SQL']
Programador full stack,CYE Energía,"Castellón de la Plana, Valencian Community, Spain",On-site,Full-time,,65,,3 days ago,"['C#', 'MySQL']"
Information Technology Developer,Solvix,"Pozuelo de Alarcón, Community of Madrid, Spain",On-site,Full-time,,52,,6 days ago,"['React', 'PostgreSQL']"
Software Engineer Intern,Direct Supply,"Milwaukee, WI",On-site,Internship,,100,,Reposted 5 days ago,"['SQL', 'Java', 'Python']"
Software Engineering Intern,Fintech,"Tampa, FL",Hybrid,Internship,,100,,1 day ago,"['NoSQL', 'Spring', 'SQL', 'JavaScript', 'TypeScript', 'C#', 'Python', 'Java']"
Software Engineer 1,Garmin,"Cary, NC",,Full-time,Entry level,100,,2 days ago,"['C', 'C++', 'C#', 'Java']"
Engineer,Digisourced.,European Union,Spain,Remote,Contract,Mid-Senior level,38,,6 hours ago,"['PowerShell', 'Python', 'JavaScript']"
Data Software Engineer,LHH,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,Mid-Senior level,7,,4 hours ago,"['Python', 'Java', 'SQL', 'Oracle', 'NoSQL', 'Spark']"
Fullstack Entwickler englischsprachig (m/w/d) (freelance),9am,European Union,Spain,Remote,Full-time,,16,,5 hours ago,"['PHP', 'JavaScript', 'CSS', 'Python', 'Perl', 'MySQL']"
Full Stack Software Engineer - Frontend Focus,Beyond,Spain,Spain,Remote,Full-time,Mid-Senior level,100,,6 hours ago,"['React', 'Python', 'SQL', 'Go']"
Consultor- Programador Gobierno del Datos,FacTECH Servicios Informáticos,"Andalusia, Spain",Spain,Remote,Full-time,Associate,19,,10 hours ago,"['Azure', 'AWS']"
Azure DevOps Engineer - 100% Remote - Start Jan 2025 (freelance),9am,European Union,Spain,Remote,Contract,,62,,10 hours ago,['Azure']
"Software Development Engineer, Ring Device Services",Ring,"Madrid, Community of Madrid, Spain",Spain,,Full-time,Mid-Senior level,14,,12 hours ago,"['Java', 'C++', 'C#']"
Software Engineer (Hybrid),Thales,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,,100,,Reposted 11 hours ago,"['Java', 'HTML', 'JavaScript', 'jQuery', 'Angular', 'SQL', 'MySQL', 'Cassandra', 'Docker']"
Developer,Berger-Levrault,Spain,Spain,Remote,Full-time,Mid-Senior level,100,,Reposted 11 hours ago,"['Angular', 'Java', 'SQL', 'NoSQL', 'CSS', 'Jenkins', 'Docker']"
Senior Web Developer,Unimedia Technology,"Castelldefels, Catalonia, Spain",Spain,On-site,Full-time,Mid-Senior level,65,,15 hours ago,"['React', 'PHP', 'Laravel', 'C#', 'Azure', 'AWS']"
Ingeniero/a de Software React Native,PrimeIT España,Spain,Spain,Remote,Full-time,Mid-Senior level,48,,11 hours ago,"['React', 'JavaScript', 'TypeScript', 'GraphQL', 'Swift', 'Kotlin', 'Objective-C']"
Engineer,Digisourced.,European Union,Spain,Remote,Contract,Mid-Senior level,38,,6 hours ago,"['PowerShell', 'Python', 'JavaScript']"
Programador PySpark (DATIO/ADA) 100% Remoto REF:09EG09,Abalia,Spain,Spain,Remote,Full-time,Mid-Senior level,7,,4 hours ago,"['PySpark', 'Python']"
"Solution Engineer, Pre-Sales - EMEA",BforeAI,Spain,Spain,Remote,Full-time,Mid-Senior level,9,,10 hours ago,['Python']
Automation QA Engineer (English from Australia or Canada),M47 Labs - Your AI Partner,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Mid-Senior level,1 person clicked apply,,11 hours ago,"['Python', 'Java', 'C#', 'Swift']"
Ingeniero/a Cloud,Akkodis,Spain,Spain,Remote,Full-time,Associate,23,,6 hours ago,"['AWS', 'Azure', 'Jenkins']"
"Senior React Native Engineer, Mobile, JavaScript | Hyper-Growth Scale-up, eCommerce, Innovation, AR/VR | Spain, Portugal, Iberia - Fully Remote | 70,000 - 90,000 euros + Benefits",Owen Thomas,Spain,Spain,Remote,Full-time,Mid-Senior level,20,,4 hours ago,"['React', 'JavaScript', 'TypeScript']"
Senior Python Developer (m/f),Akens\Nordburg,Spain,Spain,Remote,Full-time,,73,,10 hours ago,"['Python', 'Azure', 'PostgreSQL', 'MySQL', 'Snowflake']"
DevOps Engineer,Astek,Spain,Spain,Remote,Full-time,Associate,52,,10 hours ago,"['Docker', 'Kubernetes', 'Python']"
Senior Backend Engineer,Pleo,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,15,,19 hours ago,['Kotlin']
Senior Software Engineer,Robert Walters,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Mid-Senior level,2,,9 hours ago,"['C++', 'C#', 'Java']"
Senior Software Engineer,Trimble Inc.,Spain,Spain,Remote,Full-time,Mid-Senior level,29,,Reposted 11 hours ago,"['Java', 'Spring', 'Python', 'Docker', 'Kubernetes', 'Azure']"
Senior Backend Engineer,Signaturit Group,"Valencia, Valencian Community, Spain",Spain,Hybrid,Full-time,Mid-Senior level,1 person clicked apply,,4 hours ago,"['PHP', 'Docker', 'Symfony', 'MySQL', 'Jenkins', 'AWS']"
Senior Machine Learning Engineer,Wikimedia Foundation,European Union,Spain,Remote,Full-time,Mid-Senior level,68,,4 hours ago,['Python']
Senior .NET Software Engineer - REMOTE,Auctane,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,11,,8 hours ago,"['C#', 'JavaScript', 'SQL', 'Kafka', 'Docker', 'Kubernetes']"
Front-End Developer (W/M),MCA,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Entry level,22,,7 hours ago,"['React', 'Sass']"
Back End Developper (W/M),MCA,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Mid-Senior level,1 person clicked apply,,7 hours ago,"['Java', 'Spring']"
Java Software Engineer (Remoto) I Hexagonal,knowmad mood,"Andalusia, Spain",Spain,Remote,Full-time,Mid-Senior level,11,,6 hours ago,['Java']
Python Developer,Hays,"Málaga, Andalusia, Spain",Spain,Hybrid,Full-time,Associate,36,,12 hours ago,"['Python', 'GCP', 'SQL', 'BigQuery', 'Snowflake', 'Docker']"
.NET Core Developer (100% remoto),Hays,"Alicante, Valencian Community, Spain",Spain,On-site,Full-time,Mid-Senior level,6,,7 hours ago,"['Angular', 'Docker']"
Java Software Engineer (Remoto),knowmad mood,"Córdoba, Andalusia, Spain",Spain,Remote,Full-time,Mid-Senior level,15,,6 hours ago,['Java']
Java Software Engineer (Remoto),knowmad mood,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,18,,6 hours ago,['Java']
Java Software Engineer (Remoto) I Hexagonal,knowmad mood,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Mid-Senior level,9,,6 hours ago,['Java']
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Málaga, Andalusia, Spain",Spain,Remote,Full-time,Entry level,4,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,2,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Data Engineer Lead,Appodeal,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Mid-Senior level,2,,1 hour ago,"['Python', 'AWS']"
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Murcia, Región de Murcia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Senior Data Engineer,Joppy,"Barcelona, Catalonia, Spain",Spain,Hybrid,Full-time,Associate,2,,9 hours ago,"['Kafka', 'Python', 'SQL', 'Java']"
Senior Data Engineer (Fintech company),Joppy,"Barcelona, Catalonia, Spain",Spain,Hybrid,Full-time,Associate,4,,12 hours ago,"['Python', 'Scala', 'Kafka', 'NoSQL', 'Airflow', 'AWS', 'Kubernetes']"
Data Scientist,AD4 Octógono,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,,7,,5 hours ago,"['Pandas', 'Scikit-learn', 'Azure']"
Senior Software Engineer - Growth,PayFit,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Mid-Senior level,51,,Reposted 23 hours ago,"['CSS', 'JavaScript', 'AWS']"
Senior ML Data Engineer,Dow Jones,"Barcelona, Catalonia, Spain",Spain,On-site,Full-time,,15,,Reposted 11 hours ago,"['SQL', 'NoSQL', 'GCP', 'Airflow', 'PyTorch', 'Jenkins', 'Docker']"
Senior Embedded Software Engineer,Capgemini Engineering,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,Mid-Senior level,5,,Reposted 9 hours ago,"['C', 'C++', 'Python']"
Programador PySpark (DATIO/ADA) 100% Remoto REF:09EG09,Abalia,Spain,Spain,Remote,Full-time,Mid-Senior level,7,,4 hours ago,"['PySpark', 'Python']"
"Solution Engineer, Pre-Sales - EMEA",BforeAI,Spain,Spain,Remote,Full-time,Mid-Senior level,9,,10 hours ago,['Python']
Automation QA Engineer (English from Australia or Canada),M47 Labs - Your AI Partner,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Mid-Senior level,1 person clicked apply,,11 hours ago,"['Python', 'Java', 'C#', 'Swift']"
Computer Vision ML Engineer,NTT DATA Europe & Latam,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,Associate,54,,11 hours ago,"['TensorFlow', 'PyTorch', 'Keras', 'OpenCV', 'AWS', 'Azure', 'Docker', 'Kubernetes']"
Senior Developer (freelance),9am,European Union,Spain,Remote,Contract,,25,,14 hours ago,"['Scala', 'Kubernetes', 'AWS']"
Ingeniero/a Cloud,Akkodis,Spain,Spain,Remote,Full-time,Associate,23,,6 hours ago,"['AWS', 'Azure', 'Jenkins']"
"Senior React Native Engineer, Mobile, JavaScript | Hyper-Growth Scale-up, eCommerce, Innovation, AR/VR | Spain, Portugal, Iberia - Fully Remote | 70,000 - 90,000 euros + Benefits",Owen Thomas,Spain,Spain,Remote,Full-time,Mid-Senior level,20,,4 hours ago,"['React', 'JavaScript', 'TypeScript']"
Especialista DevOps Openshift,Minsait,Spain,Spain,Remote,Full-time,Mid-Senior level,50,,Reposted 8 hours ago,"['OpenShift', 'Kubernetes', 'Jenkins', 'Java', 'Shell', 'Python']"
Senior Python Developer (m/f),Akens\Nordburg,Spain,Spain,Remote,Full-time,,73,,10 hours ago,"['Python', 'Azure', 'PostgreSQL', 'MySQL', 'Snowflake']"
DevOps Engineer,Astek,Spain,Spain,Remote,Full-time,Associate,52,,10 hours ago,"['Docker', 'Kubernetes', 'Python']"
Senior Backend Engineer,Pleo,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,15,,19 hours ago,['Kotlin']
Senior Software Engineer,Robert Walters,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Mid-Senior level,2,,9 hours ago,"['C++', 'C#', 'Java']"
Senior Software Engineer,Trimble Inc.,Spain,Spain,Remote,Full-time,Mid-Senior level,29,,Reposted 11 hours ago,"['Java', 'Spring', 'Python', 'Docker', 'Kubernetes', 'Azure']"
Senior Backend Engineer,Signaturit Group,"Valencia, Valencian Community, Spain",Spain,Hybrid,Full-time,Mid-Senior level,1 person clicked apply,,4 hours ago,"['PHP', 'Docker', 'Symfony', 'MySQL', 'Jenkins', 'AWS']"
Senior Machine Learning Engineer,Wikimedia Foundation,European Union,Spain,Remote,Full-time,Mid-Senior level,68,,4 hours ago,['Python']
Senior .NET Software Engineer - REMOTE,Auctane,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,11,,8 hours ago,"['C#', 'JavaScript', 'SQL', 'Kafka', 'Docker', 'Kubernetes']"
Senior SW Developer,Capgemini Engineering,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,Mid-Senior level,18,,Reposted 11 hours ago,"['Java', 'Bash', 'Python', 'PowerShell', 'Jenkins', 'AWS', 'Azure']"
Senior Python Developer,trg.recruitment,European Economic Area,Spain,Remote,Full-time,Mid-Senior level,100,,5 hours ago,"['Python', 'Docker', 'Kubernetes', 'PostgreSQL']"
Senior Frontend Developer JavaScript,Siemens Energy,"Barcelona, Catalonia, Spain",Spain,On-site,Full-time,Associate,19,,11 hours ago,"['JavaScript', 'TypeScript', 'React', 'Flutter', 'PostgreSQL', 'Azure', 'Java']"
Senior Software Engineer – Full Stack (Bangkok based – Relocation provided),Agoda,"Madrid, Community of Madrid, Spain",Spain,,Full-time,Mid-Senior level,17,,Reposted 6 hours ago,"['React', 'GraphQL', 'Angular', 'JavaScript', 'TypeScript', 'NoSQL', 'Redis', 'DynamoDB', 'Azure']"
Senior Data Engineer Remote EMEA,Hostaway,European Union,Spain,Remote,Full-time,Mid-Senior level,100,,Reposted 5 hours ago,"['Python', 'Spark', 'PySpark', 'AWS', 'Airflow']"
Front-End Developer (W/M),MCA,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Entry level,22,,7 hours ago,"['React', 'Sass']"
Back End Developper (W/M),MCA,"Madrid, Community of Madrid, Spain",Spain,On-site,Full-time,Mid-Senior level,1 person clicked apply,,7 hours ago,"['Java', 'Spring']"
Java Software Engineer (Remoto) I Hexagonal,knowmad mood,"Andalusia, Spain",Spain,Remote,Full-time,Mid-Senior level,11,,6 hours ago,['Java']
Python Developer,Hays,"Málaga, Andalusia, Spain",Spain,Hybrid,Full-time,Associate,36,,12 hours ago,"['Python', 'GCP', 'SQL', 'BigQuery', 'Snowflake', 'Docker']"
.NET Core Developer (100% remoto),Hays,"Alicante, Valencian Community, Spain",Spain,On-site,Full-time,Mid-Senior level,6,,7 hours ago,"['Angular', 'Docker']"
Java Software Engineer (Remoto),knowmad mood,"Córdoba, Andalusia, Spain",Spain,Remote,Full-time,Mid-Senior level,15,,6 hours ago,['Java']
Java Software Engineer (Remoto),knowmad mood,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,18,,6 hours ago,['Java']
Java Software Engineer (Remoto) I Hexagonal,knowmad mood,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Mid-Senior level,9,,6 hours ago,['Java']
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,2,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Murcia, Región de Murcia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Murcia, Región de Murcia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
Senior Data Engineer,Joppy,"Barcelona, Catalonia, Spain",Spain,Hybrid,Full-time,Associate,2,,9 hours ago,"['Kafka', 'Python', 'SQL', 'Java']"
Senior Data Engineer (Fintech company),Joppy,"Barcelona, Catalonia, Spain",Spain,Hybrid,Full-time,Associate,4,,12 hours ago,"['Python', 'Scala', 'Kafka', 'NoSQL', 'Airflow', 'AWS', 'Kubernetes']"
Data Scientist,AD4 Octógono,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,,7,,5 hours ago,"['Pandas', 'Scikit-learn', 'Azure']"
Senior ML Data Engineer,Dow Jones,"Barcelona, Catalonia, Spain",Spain,On-site,Full-time,,15,,Reposted 11 hours ago,"['SQL', 'NoSQL', 'GCP', 'Airflow', 'PyTorch', 'Jenkins', 'Docker']"
Mission planning software engineer,GMV,"Tres Cantos, Community of Madrid, Spain",Spain,Hybrid,Full-time,Entry level,1 person clicked apply,,1 day ago,"['Java', 'C++', 'MariaDB']"
Senior Embedded Software Engineer,Capgemini Engineering,"Madrid, Community of Madrid, Spain",Spain,Hybrid,Full-time,Mid-Senior level,5,,Reposted 9 hours ago,"['C', 'C++', 'Python']"
Desarrollador Software Senior,AD4 Octógono,"Seville, Andalusia, Spain",Spain,Remote,Full-time,,12,,17 hours ago,"['SQL', 'NoSQL', 'Angular', 'JavaScript', 'Oracle', 'PostgreSQL', 'MongoDB', 'AWS']"
Java Software Engineer (Remoto) Nuevos proyectos,knowmad mood,"Salamanca, Castilla and Leon, Spain",Spain,Remote,Full-time,Mid-Senior level,12,,6 hours ago,"['Java', 'Spring']"
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Sevilla La Nueva, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,1 person clicked apply,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Granada, Andalusia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Málaga, Andalusia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Entry level,3,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Java Software Engineer + Cloud (Remoto),knowmad mood,Spain,Spain,Remote,Full-time,Mid-Senior level,16,,6 hours ago,"['Java', 'Spring', 'Docker', 'Kubernetes', 'Azure']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Sevilla La Nueva, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Senior Software Engineer - Python/MongoDB,Canonical,"Granada, Andalusia, Spain",Spain,Remote,Full-time,Mid-Senior level,0,,8 hours ago,"['MongoDB', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Salamanca, Castilla and Leon, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Senior Software Engineer - Python/MongoDB,Canonical,"Valencia, Valencian Community, Spain",Spain,Remote,Full-time,Mid-Senior level,0,,8 hours ago,"['MongoDB', 'Python', 'Kubernetes']"
Senior Software Engineer - Python/MongoDB,Canonical,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Mid-Senior level,0,,8 hours ago,"['MongoDB', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Valencia, Valencian Community, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Valencia, Valencian Community, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Salamanca, Castilla and Leon, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Granada, Andalusia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
Senior Software Engineer - Python/MongoDB,Canonical,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Mid-Senior level,1 person clicked apply,,8 hours ago,"['MongoDB', 'Python', 'Kubernetes']"
Senior Software Engineer - Python/MongoDB,Canonical,"Málaga, Andalusia, Spain",Spain,Remote,Full-time,Mid-Senior level,0,,8 hours ago,"['MongoDB', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Sevilla La Nueva, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Java Software Engineer (Remoto) I Hexagonal,knowmad mood,"Zaragoza, Aragon, Spain",Spain,Remote,Full-time,Mid-Senior level,9,,6 hours ago,['Java']
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Málaga, Andalusia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Ingeniero/a de datos – Modelado y gobernanza,Apiux Tech,Spain,Spain,Remote,Full-time,Mid-Senior level,17,,20 hours ago,"['Oracle', 'MongoDB', 'DB2', 'SQL']"
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Salamanca, Castilla and Leon, Spain",Spain,Remote,Full-time,Entry level,1 person clicked apply,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Málaga, Andalusia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Sevilla La Nueva, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure,Canonical,"Madrid, Community of Madrid, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'PostgreSQL', 'MySQL', 'MongoDB', 'Kafka', 'Redis', 'Kubernetes']"
"Web Frontend Engineer - JS, CSS, React, Flutter",Canonical,"Murcia, Región de Murcia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['CSS', 'React', 'Flutter', 'Docker', 'Kubernetes']"
Software Engineer - Data Infrastructure - Kafka,Canonical,"Salamanca, Castilla and Leon, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Python', 'Kafka', 'Spark', 'PostgreSQL', 'Oracle', 'Redis', 'Kubernetes']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Granada, Andalusia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Barcelona, Catalonia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Murcia, Región de Murcia, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
Software Engineer - Data Infrastructure - OpenSearch/ElasticSearch,Canonical,"Valencia, Valencian Community, Spain",Spain,Remote,Full-time,Entry level,0,,2 hours ago,"['NoSQL', 'SQL', 'Elasticsearch', 'Python', 'Kubernetes']"
